ts,soc_tctl_C,igpu_edge_C,igpu_power_W
1781718152,40.1,37.0,20.02
1781718157,40.1,37.0,20.04
1781718162,40.1,37.0,20.06
1781718167,40.2,38.0,20.03
1781718172,40.4,38.0,20.03
1781718177,40.9,38.0,20.07
1781718182,41.0,39.0,19.09
1781718187,41.6,39.0,21.06
1781718192,41.6,39.0,20.03
1781718197,42.0,39.0,20.02
1781718202,42.2,40.0,20.01
1781718207,42.8,40.0,19.05
1781718212,43.1,41.0,19.06
1781718217,43.4,41.0,20.03
1781718222,43.8,41.0,20.01
1781718227,44.1,41.0,20.07
1781718232,44.0,41.0,21.01
1781718237,49.5,41.0,25.09
1781718242,43.4,40.0,13.02
1781718247,43.2,40.0,20.01
1781718252,43.1,40.0,21.01
1781718257,43.1,40.0,22.00
1781718262,42.6,40.0,20.01
1781718267,42.5,39.0,20.01
1781718272,42.4,39.0,20.02
1781718277,42.5,39.0,21.02
1781718282,42.1,39.0,20.05
1781718287,41.9,39.0,20.02
1781718292,41.8,39.0,20.07
1781718297,41.8,39.0,20.06
1781718302,41.6,39.0,20.03
1781718307,41.5,39.0,20.01
1781718313,41.5,39.0,19.05
1781718318,41.4,38.0,21.09
1781718323,41.1,39.0,19.02
1781718328,41.0,39.0,19.08
1781718333,41.0,38.0,19.07
1781718338,41.0,38.0,20.06
1781718343,40.9,38.0,20.08
1781718348,41.1,38.0,22.07
1781718353,41.0,38.0,20.10
1781718358,40.9,38.0,20.03
1781718363,40.9,39.0,22.00
1781718368,40.6,38.0,19.09
1781718373,40.6,38.0,20.02
1781718378,40.6,38.0,21.03
1781718383,40.6,38.0,19.09
1781718388,40.6,38.0,20.03
1781718393,40.4,37.0,20.03
1781718398,40.4,38.0,19.03
1781718403,40.4,37.0,19.02
1781718408,40.2,37.0,19.06
1781718413,40.2,37.0,20.02
1781718418,40.1,38.0,20.08
1781718423,40.4,37.0,20.07
1781718428,40.1,37.0,20.06
1781718433,40.1,38.0,20.03
1781718438,40.0,37.0,20.01
1781718443,40.0,38.0,20.01
1781718448,40.0,38.0,20.04
1781718453,40.0,37.0,20.08
1781718458,40.0,37.0,20.02
1781718463,40.0,37.0,19.06
1781718468,39.9,37.0,20.04
1781718473,40.0,37.0,19.07
1781718478,39.9,38.0,20.01
1781718483,39.6,37.0,20.04
1781718488,39.9,37.0,19.08
1781718493,39.9,37.0,21.05
1781718498,40.1,38.0,22.01
1781718503,39.9,37.0,19.05
1781718508,39.8,37.0,19.04
1781718513,39.8,37.0,20.01
1781718518,39.9,37.0,20.04
1781718523,39.8,37.0,19.06
1781718528,39.6,37.0,20.03
1781718533,39.5,37.0,20.07
1781718538,39.6,37.0,20.03
1781718543,39.5,37.0,20.07
1781718548,39.6,37.0,20.01
1781718553,39.6,37.0,19.05
1781718558,39.6,37.0,19.07
1781718563,39.5,36.0,19.02
1781718568,39.5,37.0,19.08
1781718573,39.9,37.0,20.07
1781718578,39.5,37.0,19.07
1781718583,39.6,37.0,20.00
1781718588,39.8,37.0,19.07
1781718593,40.0,37.0,21.09
1781718598,39.6,36.0,19.00
1781718603,39.6,37.0,20.01
1781718608,39.6,37.0,20.00
1781718613,39.8,37.0,20.05
1781718618,39.8,37.0,19.09
1781718623,39.5,37.0,19.03
1781718628,39.5,37.0,19.07
1781718633,39.6,37.0,19.06
1781718638,39.5,37.0,20.02
1781718643,39.2,37.0,18.10
1781718648,39.6,36.0,20.06
1781718653,39.5,37.0,20.00
1781718658,39.5,37.0,20.02
1781718663,39.5,37.0,19.10
1781718668,39.4,37.0,20.04
1781718673,39.4,36.0,21.03
1781718678,39.4,36.0,20.00
1781718683,39.4,37.0,20.06
1781718688,39.4,37.0,19.09
1781718693,39.8,37.0,22.01
1781718698,39.5,37.0,19.07
1781718703,39.5,36.0,19.05
1781718708,39.8,37.0,19.08
1781718713,39.5,37.0,19.02
1781718718,39.4,37.0,19.05
1781718723,39.5,37.0,20.01
1781718728,39.6,37.0,20.02
1781718733,39.5,37.0,20.06
1781718738,39.2,37.0,20.06
1781718743,39.5,36.0,20.08
1781718748,39.5,37.0,19.04
1781718753,39.5,37.0,20.01
1781718758,39.4,37.0,20.01
1781718764,39.2,36.0,20.00
1781718769,39.4,37.0,19.09
1781718774,39.2,36.0,19.03
1781718779,39.4,37.0,19.05
1781718784,39.5,37.0,20.02
1781718789,39.4,37.0,20.01
1781718794,39.4,37.0,19.10
1781718799,39.4,37.0,20.00
1781718804,39.1,37.0,18.09
1781718809,39.4,36.0,19.05
1781718814,39.5,36.0,21.00
1781718819,39.4,37.0,19.07
1781718824,39.2,37.0,19.07
1781718829,39.5,37.0,21.04
1781718834,39.4,36.0,19.07
1781718839,39.4,37.0,20.08
1781718844,39.2,37.0,20.01
1781718849,39.4,37.0,20.02
1781718854,39.1,37.0,20.01
1781718859,39.4,37.0,19.06
1781718864,39.4,37.0,19.05
1781718869,39.6,37.0,20.06
1781718874,39.2,36.0,19.03
1781718879,39.2,36.0,19.05
1781718884,39.6,37.0,21.07
1781718889,39.4,37.0,20.05
1781718894,39.6,36.0,19.10
1781718899,39.5,36.0,19.09
1781718904,39.2,37.0,21.06
1781718909,39.1,37.0,19.09
1781718914,39.5,37.0,21.04
1781718919,39.2,37.0,19.06
1781718924,39.4,37.0,19.07
1781718929,39.4,36.0,20.05
1781718934,39.4,37.0,20.05
1781718939,39.4,37.0,20.00
1781718944,39.5,37.0,20.03
1781718949,39.5,37.0,19.10
1781718954,39.5,37.0,19.04
1781718959,39.6,37.0,19.04
1781718964,39.8,37.0,21.06
1781718969,39.6,37.0,20.05
1781718974,39.9,37.0,21.06
1781718979,39.9,37.0,20.08
1781718984,39.9,37.0,20.06
1781718989,40.1,38.0,20.00
1781718994,39.8,37.0,20.01
1781718999,39.5,37.0,19.00
1781719004,39.5,37.0,19.07
1781719009,39.9,37.0,20.05
1781719014,39.8,37.0,20.00
1781719019,39.9,37.0,20.00
1781719024,39.6,37.0,20.02
1781719029,40.0,37.0,20.03
1781719034,39.9,37.0,19.08
1781719039,39.9,37.0,19.07
1781719044,39.9,37.0,19.09
1781719049,40.0,38.0,19.03
1781719054,40.1,38.0,21.00
1781719059,40.0,37.0,20.05
1781719064,41.0,38.0,22.09
1781719069,40.0,38.0,19.05
1781719074,40.4,38.0,20.03
1781719079,40.6,38.0,19.03
1781719084,40.8,38.0,19.07
1781719089,41.1,39.0,19.03
1781719094,41.8,39.0,20.02
1781719099,41.8,40.0,19.00
1781719104,42.1,40.0,19.09
1781719109,42.5,40.0,20.02
1781719114,42.9,41.0,20.03
1781719119,43.1,41.0,21.00
1781719124,43.5,41.0,21.04
1781719129,43.9,41.0,19.06
1781719134,44.0,41.0,19.05
1781719139,43.9,41.0,20.05
1781719144,43.8,41.0,19.07
1781719149,43.6,40.0,19.04
1781719154,43.2,40.0,19.04
1781719159,42.8,40.0,19.09
1781719164,43.0,40.0,19.08
1781719169,42.8,40.0,20.08
1781719174,42.6,40.0,19.05
1781719179,42.1,40.0,19.10
1781719184,42.4,40.0,20.03
1781719189,42.1,40.0,20.02
1781719194,42.1,39.0,19.04
1781719199,42.2,40.0,20.04
1781719205,42.1,39.0,20.05
1781719210,42.0,39.0,20.02
1781719215,42.1,39.0,20.04
1781719220,41.9,39.0,19.05
1781719225,41.8,39.0,19.05
1781719230,41.8,39.0,19.02
1781719235,41.8,39.0,20.04
1781719240,41.9,39.0,19.09
1781719245,41.4,39.0,19.01
1781719250,41.5,39.0,19.07
1781719255,41.8,38.0,19.09
1781719260,41.5,39.0,19.07
1781719265,41.6,39.0,20.08
1781719270,41.1,39.0,19.02
1781719275,41.4,39.0,19.04
1781719280,41.2,39.0,20.05
1781719285,41.1,38.0,20.02
1781719290,41.1,38.0,19.10
1781719295,41.2,39.0,20.06
1781719300,41.2,39.0,20.00
1781719305,41.1,39.0,19.02
1781719310,41.1,38.0,20.03
1781719315,41.2,39.0,19.05
1781719320,41.1,39.0,19.06
1781719325,41.2,38.0,19.05
1781719330,41.2,39.0,20.05
1781719335,41.2,39.0,20.01
1781719340,41.1,38.0,20.04
1781719345,41.2,39.0,19.09
1781719350,41.0,38.0,20.02
1781719355,41.1,39.0,20.05
1781719360,41.1,39.0,20.07
1781719365,41.2,38.0,20.04
1781719370,41.1,38.0,21.01
1781719375,41.1,38.0,20.07
1781719380,41.4,39.0,21.06
1781719385,41.9,39.0,21.02
1781719390,42.1,40.0,20.06
1781719395,42.4,40.0,20.06
1781719400,42.8,40.0,19.07
1781719405,43.1,40.0,19.06
1781719410,43.4,41.0,19.03
1781719415,43.4,42.0,18.10
1781719420,44.1,41.0,21.00
1781719425,43.9,41.0,20.02
1781719430,43.8,41.0,20.02
1781719435,43.5,40.0,19.06
1781719440,43.2,41.0,20.00
1781719445,43.4,40.0,20.06
1781719450,43.4,41.0,22.04
1781719455,43.2,40.0,21.02
1781719460,43.0,40.0,20.09
1781719465,43.2,40.0,22.02
1781719470,42.8,40.0,19.09
1781719475,42.9,40.0,20.02
1781719480,42.5,39.0,19.05
1781719485,42.2,40.0,19.10
1781719490,42.4,40.0,19.05
1781719495,42.2,40.0,21.04
1781719500,42.2,40.0,20.04
1781719505,42.1,40.0,20.06
1781719510,42.4,39.0,20.09
1781719515,42.0,40.0,20.03
1781719520,41.9,39.0,20.00
1781719525,41.9,39.0,20.04
1781719530,41.8,39.0,20.01
1781719535,41.9,39.0,20.05
1781719540,41.8,39.0,20.05
1781719545,41.9,39.0,20.07
1781719550,41.6,39.0,19.05
1781719555,41.5,40.0,19.03
1781719560,41.9,39.0,20.03
1781719565,41.6,39.0,19.09
1781719570,41.6,39.0,19.09
1781719575,41.6,39.0,19.10
1781719580,41.8,39.0,20.10
1781719585,41.5,39.0,20.03
1781719590,41.5,39.0,19.08
1781719595,41.4,39.0,20.04
1781719600,41.8,39.0,20.01
1781719605,41.6,39.0,20.06
1781719610,41.4,40.0,20.04
1781719615,41.8,39.0,21.06
1781719620,41.8,39.0,21.00
1781719625,41.9,39.0,21.02
1781719630,41.8,39.0,21.09
1781719635,41.5,39.0,20.02
1781719640,41.5,39.0,20.02
1781719645,41.5,39.0,20.07
1781719650,41.9,39.0,20.06
1781719655,41.4,39.0,19.04
1781719661,41.2,39.0,19.10
1781719666,41.2,39.0,19.08
1781719671,41.2,39.0,20.00
1781719676,41.2,39.0,20.06
1781719681,41.4,39.0,21.08
1781719686,41.1,39.0,19.06
1781719691,41.2,39.0,20.07
1781719696,41.0,39.0,20.03
1781719701,41.1,38.0,20.02
1781719706,41.1,39.0,20.03
1781719711,41.2,39.0,20.08
1781719716,41.2,39.0,20.09
1781719721,41.6,39.0,20.02
1781719726,41.9,40.0,20.08
1781719731,42.4,40.0,19.06
1781719736,42.6,40.0,20.02
1781719741,43.0,41.0,19.06
1781719746,43.2,41.0,19.06
1781719751,43.8,41.0,19.03
1781719756,43.9,41.0,20.00
1781719761,43.9,41.0,19.03
1781719766,43.9,41.0,19.08
1781719771,43.9,41.0,20.08
1781719776,43.9,41.0,21.01
1781719781,43.4,40.0,20.07
1781719786,43.4,40.0,20.06
1781719791,43.0,40.0,20.05
1781719796,43.1,40.0,20.04
1781719801,43.0,40.0,20.03
1781719806,42.9,40.0,19.07
1781719811,42.8,40.0,20.02
1781719816,43.0,40.0,21.02
1781719821,42.5,40.0,19.08
1781719826,42.5,40.0,20.00
1781719831,42.2,40.0,19.09
1781719836,42.2,39.0,20.01
1781719841,42.2,40.0,19.03
1781719846,42.2,40.0,20.04
1781719851,42.8,40.0,22.05
1781719856,42.2,40.0,20.07
1781719861,42.2,40.0,21.10
1781719866,42.5,39.0,23.01
1781719871,41.9,39.0,19.09
1781719876,41.9,39.0,19.07
1781719881,42.0,40.0,20.00
1781719886,41.9,39.0,19.03
1781719891,41.6,39.0,19.02
1781719896,41.9,39.0,20.05
1781719901,41.6,40.0,20.03
1781719906,41.9,40.0,20.03
1781719911,41.8,39.0,21.06
1781719916,41.9,39.0,23.01
1781719921,41.8,40.0,22.07
1781719926,42.1,39.0,22.08
1781719931,42.1,40.0,20.07
1781719936,42.0,39.0,19.07
1781719941,42.1,39.0,20.06
1781719946,41.8,39.0,21.03
1781719951,43.0,39.0,21.07
1781719956,42.1,39.0,20.04
1781719961,42.6,40.0,20.07
1781719966,42.5,40.0,19.04
1781719971,42.8,40.0,19.05
1781719976,43.1,41.0,19.04
1781719981,43.5,41.0,20.07
1781719986,44.1,41.0,21.08
1781719991,44.0,41.0,19.04
1781719996,44.0,41.0,19.09
1781720001,43.9,41.0,19.03
1781720006,44.0,40.0,21.00
1781720011,43.5,40.0,19.04
1781720016,43.4,40.0,20.06
1781720021,43.2,40.0,19.08
1781720026,43.1,40.0,19.05
1781720031,42.9,40.0,20.01
1781720036,43.0,40.0,20.01
1781720041,43.0,40.0,20.01
1781720046,42.8,40.0,20.01
1781720051,42.8,40.0,19.09
1781720056,42.6,40.0,20.05
1781720061,42.4,40.0,20.05
1781720066,42.5,40.0,19.06
1781720071,42.1,39.0,18.09
1781720076,42.2,40.0,19.06
1781720081,42.1,39.0,21.03
1781720086,41.9,40.0,19.03
1781720091,42.2,40.0,19.03
1781720096,42.2,40.0,20.02
1781720101,42.5,40.0,20.01
1781720107,42.8,40.0,20.04
1781720112,43.2,41.0,19.08
1781720117,43.5,41.0,20.07
1781720122,43.9,42.0,21.02
1781720127,44.1,41.0,20.04
1781720132,44.1,41.0,20.07
1781720137,44.0,41.0,20.01
1781720142,44.0,41.0,20.00
1781720147,43.8,41.0,21.01
1781720152,43.5,40.0,20.04
1781720157,43.5,40.0,22.02
1781720162,43.2,40.0,19.07
1781720167,43.1,40.0,21.06
1781720172,42.8,40.0,20.03
1781720177,43.0,40.0,19.05
1781720182,42.8,40.0,20.03
1781720187,42.4,40.0,20.03
1781720192,42.6,40.0,19.07
1781720197,42.4,40.0,20.01
1781720202,42.6,40.0,20.09
1781720207,42.5,40.0,20.01
1781720212,42.5,40.0,21.01
1781720217,42.5,40.0,19.07
1781720222,42.4,40.0,20.02
1781720227,42.1,39.0,19.09
1781720232,42.2,40.0,21.00
1781720237,42.1,39.0,20.02
1781720242,42.1,40.0,21.03
1781720247,42.1,39.0,19.09
1781720252,42.4,40.0,20.03
1781720257,42.8,40.0,19.08
1781720262,43.0,40.0,19.07
1781720267,43.4,41.0,20.04
1781720272,43.5,42.0,20.01
1781720277,44.0,41.0,20.02
1781720282,44.2,41.0,21.02
1781720287,44.2,41.0,21.02
1781720292,43.9,41.0,20.02
1781720297,44.0,41.0,20.06
1781720302,43.6,41.0,19.05
1781720307,43.6,41.0,20.04
1781720312,44.4,41.0,22.09
1781720317,43.2,40.0,20.02
1781720322,43.0,40.0,20.04
1781720327,43.0,40.0,19.02
1781720332,42.6,40.0,19.02
1781720337,42.6,40.0,19.03
1781720342,42.5,39.0,20.01
1781720347,42.4,40.0,19.09
1781720352,42.2,40.0,19.06
1781720357,42.5,40.0,19.09
1781720362,42.8,40.0,20.05
1781720367,42.2,40.0,19.06
1781720372,42.2,39.0,19.06
1781720377,42.1,39.0,20.01
1781720382,42.1,40.0,20.00
1781720387,42.1,40.0,19.09
1781720392,42.0,40.0,20.01
1781720397,41.9,39.0,20.05
1781720402,41.6,39.0,19.04
1781720407,41.8,39.0,19.05
1781720412,41.6,39.0,19.10
1781720417,41.4,39.0,19.09
1781720422,41.8,39.0,19.05
1781720427,41.8,39.0,20.02
1781720432,41.5,39.0,19.09
1781720437,41.5,39.0,19.09
1781720442,41.6,39.0,20.02
1781720447,41.5,39.0,20.01
1781720452,41.5,39.0,19.05
1781720457,41.4,39.0,19.07
1781720462,41.6,39.0,19.09
1781720467,41.4,39.0,20.09
1781720472,41.5,39.0,20.09
1781720477,41.8,39.0,21.09
1781720482,41.4,39.0,19.06
1781720487,41.6,39.0,20.05
1781720492,41.4,39.0,19.01
1781720497,41.1,39.0,19.05
1781720502,41.5,39.0,19.05
1781720507,41.2,39.0,19.05
1781720512,41.1,38.0,20.00
1781720517,41.2,39.0,20.05
1781720522,41.2,38.0,20.01
1781720527,41.4,39.0,20.07
1781720532,41.2,39.0,19.04
1781720537,41.2,38.0,19.03
1781720542,41.2,39.0,19.06
1781720547,41.1,39.0,19.04
1781720552,41.2,39.0,19.09
1781720558,41.4,39.0,20.07
1781720563,41.2,38.0,20.02
1781720568,41.8,39.0,21.02
1781720573,41.9,39.0,21.04
1781720578,62.0,41.0,35.10
1781720583,50.5,41.0,26.04
1781720588,43.5,40.0,19.09
1781720593,43.0,40.0,19.03
1781720598,42.9,40.0,20.08
1781720603,42.4,40.0,19.10
1781720608,42.4,40.0,20.10
1781720613,42.0,39.0,20.02
1781720618,41.9,39.0,20.09
1781720623,41.5,39.0,20.09
1781720628,41.8,39.0,21.09
1781720633,41.4,38.0,19.09
1781720638,41.2,38.0,20.04
1781720643,41.1,38.0,20.02
1781720648,40.9,38.0,19.05
1781720653,41.0,38.0,19.02
1781720658,40.8,38.0,19.02
1781720663,40.6,38.0,19.07
1781720668,40.5,37.0,19.06
1781720673,40.4,38.0,19.03
1781720678,40.5,38.0,20.04
1781720683,40.4,38.0,20.10
1781720688,40.4,38.0,20.06
1781720693,40.1,37.0,19.06
1781720698,40.4,37.0,19.07
1781720703,40.1,38.0,19.04
1781720708,40.1,38.0,19.06
1781720713,40.1,37.0,20.01
1781720718,40.1,38.0,20.05
1781720723,40.2,38.0,20.05
1781720728,40.2,38.0,20.00
1781720733,40.5,38.0,20.02
1781720738,41.0,39.0,21.10
1781720743,41.1,39.0,20.02
1781720748,41.6,39.0,21.05
1781720753,42.0,40.0,21.08
1781720758,42.4,40.0,20.01
1781720763,42.8,40.0,19.04
1781720768,42.9,41.0,19.05
1781720773,43.4,41.0,20.03
1781720778,43.6,41.0,19.09
1781720783,43.8,41.0,20.01
1781720788,43.9,41.0,20.05
1781720793,43.9,41.0,19.03
1781720798,44.0,41.0,19.07
1781720803,43.6,41.0,19.08
1781720808,43.4,40.0,19.03
1781720813,43.4,40.0,20.01
1781720818,43.2,40.0,20.07
1781720823,43.4,40.0,21.05
1781720828,43.0,40.0,20.07
1781720833,42.9,40.0,21.01
1781720838,42.8,40.0,20.04
1781720843,42.8,40.0,20.08
1781720848,50.9,42.0,49.02
1781720853,43.8,40.0,19.08
1781720858,42.8,40.0,19.07
1781720863,42.5,40.0,20.02
1781720868,42.2,40.0,20.02
1781720873,42.2,39.0,20.08
1781720878,41.9,40.0,20.06
1781720883,42.2,39.0,21.04
1781720888,42.0,39.0,20.05
1781720893,41.9,39.0,19.09
1781720898,42.1,40.0,20.08
1781720903,42.2,40.0,20.01
1781720908,42.6,40.0,19.09
1781720913,42.8,40.0,19.06
1781720918,43.2,41.0,19.08
1781720923,43.4,41.0,20.01
1781720928,43.9,41.0,19.07
1781720933,44.1,41.0,20.02
1781720938,44.0,41.0,19.08
1781720943,44.0,41.0,20.02
1781720948,44.0,41.0,21.02
1781720953,43.6,40.0,19.05
1781720958,43.5,41.0,21.03
1781720963,43.2,40.0,20.05
1781720968,43.2,40.0,19.05
1781720973,43.2,40.0,20.00
1781720978,43.1,40.0,20.08
1781720983,42.9,40.0,19.07
1781720988,42.8,40.0,19.06
1781720993,43.0,40.0,21.02
1781720998,42.6,40.0,20.00
1781721003,42.8,40.0,20.03
1781721008,42.4,40.0,21.08
1781721013,42.2,40.0,20.02
1781721019,42.4,40.0,19.06
1781721024,42.2,39.0,19.06
1781721029,42.0,39.0,19.08
1781721034,41.9,39.0,19.05
1781721039,42.1,39.0,20.01
1781721044,41.9,39.0,19.09
1781721049,41.9,39.0,19.10
1781721054,41.9,40.0,20.02
1781721059,41.9,39.0,19.04
1781721064,41.8,39.0,20.02
1781721069,41.8,39.0,20.04
1781721074,41.9,39.0,20.09
1781721079,41.6,39.0,20.05
1781721084,41.6,39.0,20.04
1781721089,41.5,39.0,19.08
1781721094,41.2,39.0,19.02
1781721099,41.6,39.0,19.07
1781721104,41.4,39.0,19.03
1781721109,41.4,39.0,19.03
1781721114,41.8,39.0,20.07
1781721119,41.5,39.0,19.09
1781721124,41.5,39.0,19.08
1781721129,41.2,39.0,20.04
1781721134,41.5,39.0,19.03
1781721139,41.4,39.0,20.05
1781721144,41.2,39.0,20.08
1781721149,41.4,40.0,21.06
1781721154,41.5,39.0,20.06
1781721159,41.1,39.0,19.07
1781721164,41.5,39.0,22.00
1781721169,41.1,39.0,19.07
1781721174,41.1,38.0,20.04
1781721179,40.9,39.0,20.02
1781721184,41.1,38.0,19.05
1781721189,41.1,39.0,20.00
1781721194,41.0,38.0,20.03
1781721199,41.1,39.0,19.09
1781721204,41.1,38.0,19.06
1781721209,41.2,39.0,19.08
1781721214,41.6,39.0,20.03
1781721219,42.0,40.0,20.03
1781721224,42.4,40.0,19.03
1781721229,43.0,40.0,19.08
1781721234,43.1,41.0,19.03
1781721239,43.5,41.0,20.06
1781721244,43.8,41.0,20.02
1781721249,44.0,41.0,19.09
1781721254,44.0,41.0,20.05
1781721259,44.0,41.0,20.04
1781721264,43.8,41.0,20.08
1781721269,43.5,41.0,20.06
1781721274,43.2,40.0,20.05
1781721279,43.2,40.0,20.04
1781721284,43.1,40.0,20.08
1781721289,43.2,40.0,20.06
1781721294,42.9,40.0,20.00
1781721299,43.0,40.0,20.05
1781721304,42.6,40.0,20.05
1781721309,42.4,40.0,20.01
1781721314,42.5,40.0,19.08
1781721319,42.4,40.0,19.02
1781721324,42.2,39.0,19.05
1781721329,42.0,39.0,19.07
1781721334,42.0,39.0,20.00
1781721339,41.8,39.0,20.04
1781721344,41.9,39.0,21.04
1781721349,41.8,39.0,20.05
1781721354,41.9,39.0,20.03
1781721359,41.8,39.0,20.01
1781721364,41.8,39.0,20.02
1781721369,41.8,39.0,20.02
1781721374,41.6,39.0,19.10
1781721379,41.6,39.0,19.03
1781721384,41.6,39.0,19.06
1781721389,41.5,39.0,20.06
1781721394,41.4,38.0,19.04
1781721399,41.6,39.0,20.00
1781721404,41.5,39.0,20.06
1781721409,41.8,39.0,22.07
1781721414,41.5,39.0,20.02
1781721419,41.4,39.0,19.09
1781721424,41.4,39.0,19.07
1781721429,41.1,39.0,19.05
1781721434,41.5,39.0,20.01
1781721439,41.2,38.0,19.08
1781721444,41.5,39.0,19.07
1781721449,41.1,39.0,19.01
1781721454,41.4,39.0,19.05
1781721459,41.2,39.0,19.08
1781721464,41.2,39.0,20.03
1781721470,41.4,39.0,21.06
1781721475,41.2,39.0,20.05
1781721480,41.1,39.0,21.05
1781721485,41.4,39.0,20.00
1781721490,41.1,39.0,19.06
1781721495,41.1,39.0,20.05
1781721500,41.2,38.0,20.06
1781721505,41.5,39.0,23.04
1781721510,41.4,39.0,22.06
1781721515,41.4,39.0,21.09
1781721520,42.0,39.0,22.03
1781721525,42.0,40.0,22.00
1781721530,42.5,40.0,21.09
1781721535,42.8,40.0,23.02
1781721540,43.1,41.0,22.01
1781721545,43.4,40.0,21.05
1781721550,44.2,41.0,23.10
1781721555,44.1,41.0,22.02
1781721560,44.1,41.0,22.00
1781721565,44.1,41.0,21.08
1781721570,44.1,41.0,21.04
1781721575,43.8,41.0,21.07
1781721580,48.6,42.0,38.09
1781721585,45.9,41.0,21.09
1781721590,43.8,41.0,20.08
1781721595,43.5,40.0,20.02
1781721600,43.6,40.0,21.00
1781721605,43.2,40.0,19.07
1781721610,43.0,40.0,20.01
1781721615,43.0,40.0,20.09
1781721620,43.1,40.0,24.09
1781721625,42.8,40.0,22.07
1781721630,42.8,40.0,22.09
1781721635,43.1,40.0,24.04
1781721640,42.8,40.0,21.08
